小節,拍數(onset),調性,和弦級數,和弦編號,備註
160,2,g,D:7,15,NaN
161,0,g,G:min,32,NaN
162,0,g,D#:maj,4,NaN
162,2,g,D:7,15,special: Ger
163,0,g,D:maj,3,NaN
163,2,g,D:maj,3,NaN
164,0,g,D:7,15,special: Ger
164,2,g,D:7,15,special: Ger
165,0,g,D:maj,3,NaN
166,0,g,D:maj,3,NaN
167,0,a,G:dim7,44,NaN
168,0,a,G:dim7,44,NaN
169,0,a,A:min,34,NaN
170,0,a,A:min,34,NaN
171,0,a,E:7,17,NaN
172,0,a,E:7,17,NaN
173,0,a,A:min,34,NaN
174,0,a,E:7,17,NaN
174,3,a,E:maj,5,NaN
175,0,a,A:min,34,NaN
176,0,a,E:7,17,NaN
176,3,a,E:maj,5,NaN
176,3,d,E:maj,5,second
177,0,d,D:min,27,NaN
178,0,d,D:min,27,NaN
179,0,d,A:7,22,NaN
180,0,d,A:7,22,NaN
181,0,d,D:min,27,NaN
182,0,d,A:7,22,NaN
182,3,d,A:maj,10,NaN
183,0,d,D:min,27,NaN
184,0,d,A:7,22,NaN
184,3,d,A:maj,10,NaN
185,0,d,D:min,27,NaN
186,0,d,D:min,27,NaN
187,0,d,A#:maj,11,NaN
187,0,D#,A#:maj,11,NaN
188,0,D#,A#:maj,11,NaN
189,0,D#,D#:maj,4,NaN
190,0,D#,D#:maj,4,NaN
191,0,D#,D#:maj,4,NaN
192,0,D#,D#:maj,4,NaN
193,0,D#,D#:maj,4,NaN
193,3,D#,D:dim,39,NaN
194,0,D#,D#:maj,4,NaN
195,0,D#,A#:maj,11,NaN
196,0,D#,D#:maj,4,NaN
197,0,D#,D#:maj,4,NaN
198,0,D#,D#:maj,4,NaN
198,3,D#,D#:7,16,second
199,0,D#,G#:maj,9,NaN
200,0,D#,D#:maj,4,NaN
200,3,D#,A#:7,23,NaN
201,0,D#,D#:maj,4,NaN
201,0,G#,D#:maj,4,NaN
202,0,G#,D#:7,16,NaN
203,0,G#,D#:7,16,NaN
204,0,G#,D#:7,16,NaN
205,0,G#,G#:maj,9,NaN
205,3,G#,D#:7,16,NaN
206,0,G#,D#:7,16,NaN
207,0,G#,D#:7,16,NaN
208,0,G#,D#:7,16,NaN
209,0,G#,G#:maj,9,NaN
209,3,G#,D#:7,16,NaN
210,0,G#,D#:7,16,NaN
211,0,G#,D#:7,16,NaN
212,0,G#,D#:7,16,NaN
213,0,G#,G#:maj,9,NaN
213,0,D#,G#:maj,9,NaN
214,0,D#,G#:maj,9,NaN
214,3,D#,A:dim7,46,second
215,0,D#,A#:7,23,NaN
216,0,D#/d#,D#:min7,28,borrowed:d#
217,0,D#,A#:7,23,NaN
218,0,D#/d#,D#:min,28,borrowed:d#
219,0,D#,A#:maj,11,NaN
220,0,D#,A#:maj,11,NaN
221,0,D#,A#:7,23,NaN
222,0,D#,A#:7,23,NaN
222,3,D#,D#:maj,4,NaN
223,0,D#,A#:7,23,NaN
224,0,D#,A#:7,23,NaN
224,3,D#,D#:maj,4,NaN
225,0,D#,B:dim,48,second
225,3,D#,C:min,25,NaN
226,0,D#,G:dim,44,second
226,3,D#,G#:maj,9,NaN
227,0,D#,E:dim,41,second
227,3,D#,F:min,30,NaN
228,0,D#,D#:maj,4,NaN
228,3,D#,A#:7,23,NaN
229,0,D#,D#:maj,4,NaN
230,0,D#,D#:maj,4,NaN
231,0,D#,A#:7,23,NaN
232,0,D#,A#:7,23,NaN
232,3,D#,D#:maj,4,NaN
233,0,D#,A#:7,23,NaN
234,0,D#,A#:7,23,NaN
234,3,D#,D#:maj,4,NaN
235,0,D#,B:dim,48,second
235,3,D#,C:min,25,NaN
236,0,D#,G:dim,44,second
236,3,D#,G#:maj,9,NaN
237,0,D#,E:dim,41,second
237,3,D#,F:min,30,NaN
238,0,D#,D#:maj,4,NaN
238,3,D#,A#:7,23,NaN
239,0,D#,D#:maj,4,NaN
239,3,D#,D#:maj,4,NaN
240,0,D#,A#:7,23,NaN
240,3,D#,D#:maj,4,NaN
241,0,D#,G#:maj,9,NaN
241,3,D#,F:min,30,NaN
242,0,D#,F:min,30,NaN
242,3,D#,F:min,30,NaN
243,0,D#,A#:maj,11,NaN
243,3,D#,A#:maj,11,NaN
244,0,D#,A:dim,46,second
244,3,D#,A#:7,23,NaN
245,0,D#,D#:maj,4,NaN
245,3,D#,A#:maj,11,NaN
246,0,D#,G:min7,32,敬曄說的iii7
246,3,D#,F:7,18,second
247,0,D#,A#:maj,11,NaN
247,3,D#,D#:maj,4,NaN
248,0,D#,A#:7,23,NaN
248,3,D#,D#:maj,4,NaN
249,0,D#,G#:maj,9,NaN
249,3,D#,F:min,30,NaN
250,0,D#,C:7,13,second
250,3,D#,F:min,30,NaN
251,0,D#,G#:maj,9,NaN
252,0,D#,A#:maj,11,NaN
253,0,D#,D#:maj,4,NaN
253,3,D#,D#:maj,4,NaN
254,0,D#,A#:7,23,NaN
254,3,D#,A#:7,23,NaN
255,0,D#,A#:maj,11,NaN
255,3,D#,A#:maj,11,NaN
256,0,D#,A#:maj,11,NaN
256,3,D#,F:min,30,NaN
257,0,D#,D#:maj,4,NaN
257,3,D#,A#:7,23,NaN
258,0,D#,A#:7,23,NaN
258,3,D#,A#:maj,11,NaN
258,3,F,A#:maj,11,NaN
259,0,F,E:dim7,41,NaN
260,0,F,E:dim7,41,NaN
261,0,F,F:maj,6,NaN
262,0,F,C:7,13,NaN
263,0,F,F:maj,6,NaN
264,0,F,C:7,13,NaN
265,0,F,F:maj,6,NaN
266,0,F,C:7,13,NaN
267,0,F,F:maj,6,NaN
268,0,F,C:7,13,NaN
269,0,F,F:maj,6,NaN
269,3,F,F:maj,6,second
270,0,F,A#:maj,11,NaN
270,0,D#,A#:maj,11,NaN
270,3,D#,D#:maj,4,NaN
271,0,D#,G:7,20,second
271,3,D#,C:min,25,NaN
272,0,D#,F:min,30,NaN
272,3,D#,A#:maj,11,NaN
273,0,D#,D#:maj,4,NaN
274,0,D#,D#:maj,4,NaN
275,0,D#,D#:maj,4,NaN
276,0,D#,D#:maj,4,NaN
277,0,D#,C:min,25,NaN
278,0,D#,B:7,24,special: Ger
279,0,D#,D#:maj,4,NaN
280,0,D#,A#:7,23,NaN
281,0,D#,D#:maj,4,NaN
282,0,D#,D#:maj,4,NaN
283,0,D#,D#:maj,4,NaN
284,0,D#,D#:maj,4,NaN
285,0,D#,C:min,25,NaN
286,0,D#,B:7,24,special: Ger
287,0,D#,D#:maj,4,NaN
288,0,D#,A:dim7,46,second
289,0,D#,D#:maj,4,NaN
290,0,D#,D#:maj,4,NaN
290,3,D#,A#:7,23,NaN
291,0,D#,D#:maj,4,NaN
292,0,D#,D#:maj,4,NaN
293,0,D#,D#:maj,4,NaN
294,0,D#,D#:maj,4,NaN
295,0,D#,G#:maj,9,NaN
296,0,D#,D#:maj,4,NaN
297,0,D#,D#:maj,4,NaN
298,0,D#,D#:maj,4,NaN
299,0,D#,D#:maj,4,NaN
300,0,D#,D#:maj,4,NaN
301,0,D#,D#:maj,4,NaN
302,0,D#,D#:maj,4,NaN
303,0,D#,G#:maj,9,NaN
303,3,D#,D#:maj,4,NaN
304,0,D#,D#:maj,4,NaN
304,3,D#,D#:maj,4,NaN
305,0,D#,D#:maj,4,NaN
306,0,D#,D#:maj,4,NaN
307,0,D#,D#:maj,4,NaN
308,0,D#,A#:7,23,NaN
309,0,D#,D#:maj,4,NaN
310,0,D#,A#:7,23,NaN
311,0,D#,D#:maj,4,NaN
312,0,D#,A#:7,23,NaN
313,0,D#,B:dim7,48,second
314,0,D#,B:dim7,48,second
315,0,D#,C:min,25,NaN
316,0,D#,C:min,25,NaN
316,5,D#,C:7,13,second
317,0,D#,F:min,30,NaN
318,0,D#,F:min,30,NaN
318,3,D#,F:maj,6,second
319,0,D#,A#:7,23,NaN
320,0,D#,A#:7,23,NaN
321,0,D#,A#:7,23,NaN
322,0,D#,A#:7,23,NaN
323,0,D#,D#:maj,4,NaN
323,3,D#,D#:maj,4,NaN
324,0,D#,D#:maj,4,NaN
325,0,D#,G#:maj,9,NaN
325,3,D#,F:min,30,NaN
326,0,D#,F:min,30,NaN
327,0,D#,A#:maj,11,NaN
327,3,D#,D#:maj,4,NaN
328,0,D#,D:dim,39,NaN
328,3,D#,D#:maj,4,NaN
329,0,D#,G#:maj,9,NaN
329,3,D#,F:min,30,NaN
330,0,D#,F:min,30,NaN
331,0,D#,A#:maj,11,NaN
332,0,D#,NCT,0,special: NCT
333,0,D#,D#:maj,4,NaN
334,0,D#,D#:maj,4,second
335,0,D#,G#:maj,9,NaN
336,0,D#,D#:maj,4,NaN
336,3,D#,D#:maj,4,NaN
337,0,D#,D#:maj,4,NaN
338,0,D#,A#:7,23,NaN
339,0,D#,A#:7,23,NaN
340,0,D#,A#:maj,11,9b
341,0,D#,A#:7,23,NaN
342,0,D#,A#:maj,11,9b
343,0,D#,A#:maj,11,9b
344,0,D#,A#:maj,11,9b
345,0,D#,A#:maj,11,9b
346,0,D#,G#:maj,9,NaN
347,0,D#,D#:maj,4,NaN
348,0,D#,D#:maj,4,NaN
349,0,D#,NCT,0,special: NCT
350,0,D#,A#:7,23,NaN
351,0,D#,D#:maj,4,NaN
352,0,D#,D#:maj,4,NaN
353,0,D#,D#:maj,4,NaN
354,0,D#,D#:maj,4,NaN
355,0,D#,D#:maj,4,NaN
356,0,D#,D#:maj,4,NaN
357,0,D#,D#:maj,4,NaN
358,0,D#,D#:maj,4,NaN
359,0,D#,D#:maj,4,NaN
359,3,D#,A#:7,23,NaN
360,0,D#,D#:maj,4,NaN
360,3,D#,A#:7,23,NaN
361,0,D#,D#:maj,4,NaN
