小節,拍數(onset),調性,和弦級數,和弦編號,備註
73,0,a#,C:dim,37,NaN
73,3,a#,A#:min,35,NaN
74,0,a#,E:dim7,41,second
75,0,a#,F:maj,6,NaN
75,0,A#,F:maj,6,NaN
76,0,A#,F:maj,6,NaN
77,0,A#,F:maj,6,NaN
78,0,A#,F:maj,6,NaN
79,0,A#,A#:maj,11,NaN
80,0,A#,F:maj,6,NaN
81,0,A#,A#:maj,11,NaN
82,0,A#,D#:maj,4,NaN
82,1,A#,A#:maj,11,NaN
83,0,A#,A#:7,23,second
84,0,A#,D#:maj,4,NaN
85,0,A#,G:7,20,second
86,0,A#,C:min,25,NaN
87,0,A#,C:min,25,NaN
88,0,A#,E:dim,41,second
89,0,A#,E:min7,29,second
90,0,A#,F:maj,6,NaN
91,0,A#,A#:maj,11,NaN
91,2,A#,C:7,13,second
92,0,A#,F:maj,6,NaN
93,0,A#,A#:maj,11,NaN
93,2,A#,C:7,13,second
94,0,A#,F:maj,6,NaN
94,2,A#,F:maj,6,NaN
95,0,A#,F:maj,6,NaN
96,0,A#,A#:maj,11,NaN
97,0,A#,F:maj,6,NaN
98,0,A#,A#:maj,11,NaN
99,0,A#,F:maj,6,NaN
100,0,A#,A#:maj,11,NaN
101,0,A#,A#:maj,11,NaN
102,0,A#,A#:maj,11,NaN
102,2,A#,D#:maj,4,NaN
102,3,A#,C:min,25,NaN
103,0,A#,F:maj,6,NaN
103,2,A#,G:min,32,NaN
103,3,A#,D#:maj,4,NaN
104,0,A#,F:maj,6,NaN
104,2,A#,A#:maj,11,NaN
105,0,A#,A#:maj,11,第一拍和聲外音
105,3,A#,E:dim7,41,second
106,0,A#,A#:maj,11,NaN
106,3,A#,F:7,18,NaN
107,0,A#,A#:maj,11,NaN
108,0,A#,F:maj,6,NaN
109,0,A#,A#:maj,11,NaN
110,0,A#,F:maj,6,NaN
111,0,A#,A#:maj,11,NaN
112,0,A#,A#:maj,11,NaN
113,0,A#,A#:maj,11,second
114,0,A#,D#:maj,4,NaN
114,1,A#,A#:7,23,second
114,2,A#,D#:maj,4,NaN
114,3,A#,F:maj,6,NaN
115,0,A#,A#:maj,11,NaN
115,1,A#,F:7,18,NaN
115,2,A#,D#:maj,4,NaN
115,3,A#,C:7,13,second
116,0,A#,A#:maj,11,NaN
117,0,A#,A#:maj,11,NaN
117,1,A#,A#:maj,11,NaN
118,0,A#,A#:maj,11,NaN
119,0,A#,F:maj,6,NaN
120,0,A#,F:maj,6,NaN
120,3,A#,F:7,18,NaN
121,0,A#,A#:maj,11,NaN
121,2,A#,A#:maj,11,second
122,0,A#,D#:maj,4,NaN
122,2,A#,A#:maj,11,NaN
123,0,A#,D#:maj,4,NaN
123,2,A#,A#:maj,11,second
124,0,A#,D#:maj,4,NaN
124,1,A#,D#:maj,4,NaN
124,2,A#,A#:maj,11,NaN
125,0,A#,D#:maj,4,NaN
125,1,A#,E:dim7,41,second
126,0,A#,A#:maj,11,NaN
127,0,A#,F:7,18,NaN
128,0,A#,A#:maj,11,NaN
129,0,A#,D#:maj,4,NaN
129,2,A#,F:maj,6,NaN
130,0,A#,A#:maj,11,NaN
131,0,A#,D#:maj,4,NaN
131,2,A#,F:maj,6,NaN
132,0,A#,A#:maj,11,NaN
