小節,拍數(onset),調性,和弦級數,和弦編號,備註
69,0,d,D:min,27,NaN
69,1,d,C:dim,37,NaN
70,0,d,D:min,27,NaN
70,1,d,G:min,32,NaN
71,0,d,D:min,27,NaN
71,1,d,G#:dim7,45,second
72,0,d,A:maj,10,NaN
72,1,d,G#:dim7,45,second
73,0,d,A:maj,10,NaN
74,0,d,C:dim7,37,NaN
74,0.5,d,F#:dim7,43,second
74,1,d,G#:dim7,45,second
74,1.5,d,C:dim7,37,NaN
75,0,d,G#:dim7,45,second
75,1,d,D:min,27,NaN
75,1.5,d,A:7,22,NaN
76,0,d,C:dim7,37,NaN
76,0.5,d,F#:dim7,43,second
76,1,d,G#:dim7,45,second
76,1.5,d,C:dim7,37,NaN
77,0,d,G#:dim7,45,second
77,1,d,D:min,27,NaN
77,1.5,d,A:7,22,NaN
78,0,d,D:min,27,NaN
78,1,d,F#:dim7,43,second
79,0,d,G:min,32,NaN
79,1,d,D:7,15,second
80,0,d,G:min,32,NaN
80,0,F,G:min,32,NaN
81,0,F,C:maj,1,NaN
81,1,F,E:dim7,41,NaN
82,0,F,F:maj,6,NaN
82,1,F,C:7,13,NaN
83,0,F,F:maj,6,NaN
84,0,F,C:7,13,NaN
85,0,F,C:7,13,NaN
86,0,F,C:7,13,NaN
87,0,F,F:maj,6,NaN
87,1,F,C:7,13,NaN
88,0,F,F:maj,6,NaN
89,0,F,F:maj,6,NaN
89,1,F,C:7,13,NaN
90,0,F,F:maj,6,NaN
91,0,F,F:maj,6,NaN
91,1,F,C:7,13,NaN
92,0,F,F:maj,6,NaN
93,0,F,F:maj,6,NaN
93,1,F,C:7,13,NaN
94,0,F,C:7,13,NaN
94,1,F,D:min,27,NaN
95,0,F,F:7,18,second
96,0,F,A#:maj,11,NaN
97,0,F,C:maj,1,NaN
98,0,F,F:maj,6,NaN
98,1.5,F,F:maj,6,NaN
99,0,F,A#:maj,11,NaN
99,0.5,F,F:maj,6,NaN
99,1,F,C:7,13,NaN
100,0,F,F:maj,6,NaN
100,0.5,F,F:maj,6,NaN
101,0,F,A#:maj,11,NaN
101,0.5,F,F:maj,6,NaN
101,1,F,E:dim,41,NaN
102,0,F,D:min,27,NaN
102,1,F,C:maj,1,NaN
103,0,F,A#:maj,11,NaN
103,1,F,A:min,34,NaN
104,0,F,G:min,32,NaN
104,1,F,F:maj,6,NaN
105,0,F,G:7,20,second
106,0,F,C:7,13,NaN
107,0,F,C:7,13,NaN
108,0,F,F:maj,6,NaN
109,0,F,F:maj,6,NaN
110,0,F,C:7,13,NaN
111,0,F,C:7,13,NaN
112,0,F,F:maj,6,NaN
112,1,F,F:maj,6,NaN
113,0,F,A#:maj,11,NaN
113,1,F,A#:maj,11,NaN
113,1.75,F,F:maj,6,NaN
114,0,F,G:min,32,NaN
114,1,F,C:7,13,NaN
115,0,F,F:maj,6,NaN
115,1,F,F:maj,6,NaN
116,0,F,F:maj,6,NaN
117,0,F,F:maj,6,NaN
118,0,F,F:maj,6,NaN
119,0,F,F:maj,6,NaN
119,1,F,F:maj,6,NaN
120,0,F,F:maj,6,NaN
120,1,F/f,F:min,30,borrowed:f
121,0,F,G:7,20,second
121,1,F,C:maj,1,NaN
122,0,F,F:maj,6,NaN
122,1.5,F,F:maj,6,NaN
123,0,F,A#:maj,11,NaN
123,1,F,F:maj,6,NaN
123,1.5,F,C:maj,1,NaN
124,0,F,F:maj,6,NaN
124,1.5,F,F:maj,6,NaN
125,0,F,A#:maj,11,NaN
125,1,F,F:maj,6,NaN
125,1.5,F,C:maj,1,NaN
126,0,F,F:maj,6,NaN
127,0,F,F:maj,6,NaN
128,0,F,F:maj,6,NaN
