小節,拍數(onset),調性,和弦級數,和弦編號,備註
50,0,D,D:maj,3,NaN
50,2,D,A:maj,10,NaN
51,0,D,D:maj,3,NaN
52,0,D,D:maj,3,NaN
53,0,D,D:maj,3,NaN
53,2,D,B:min,36,NaN
54,0,D,E:min7,29,NaN
54,2,D,A:maj,10,NaN
55,0,D,D:maj,3,NaN
55,2,D,A:maj,10,NaN
56,0,D,D:maj,3,NaN
56,2,D,A:maj,10,NaN
57,0,D,D:maj,3,NaN
57,2,D,A:maj,10,NaN
58,0,D,D:maj,3,NaN
58,2,D,A:maj,10,NaN
59,0,D,D:maj,3,NaN
60,0,D,D:maj,3,NaN
61,0,D,D:maj,3,NaN
61,1,D,D:7,15,second
62,0,D,D:7,15,second
63,0,D,G:maj,8,NaN
64,0,D,E:min,29,NaN
65,0,D,E:min,29,NaN
66,0,D,E:min,29,NaN
67,0,D,D:maj,3,NaN
68,0,D,D:maj,3,NaN
69,0,D,D:maj,3,NaN
70,0,D,A:7,22,NaN
71,0,D,D:maj,3,NaN
72,0,D,D:maj,3,NaN
73,0,D,G:maj,8,NaN
74,0,D,C#:dim,38,NaN
75,0,D,D:7,15,second
76,0,D,D:7,15,second
77,0,D,G:maj,8,NaN
78,0,D,C#:dim,38,NaN
79,0,D,D:maj,3,NaN
79,3,D,A:7,22,NaN
80,0,D,D:maj,3,NaN
80,3,D,A:7,22,NaN
81,0,D,D:maj,3,NaN
81,1,D,A:7,22,NaN
81,2,D,D:maj,3,NaN
81,3,D,A:7,22,NaN
82,0,D,D:maj,3,NaN
83,0,g,D:7,15,NaN
84,0,g,D:7,15,NaN
85,0,g,D:7,15,NaN
86,0,c,G:maj,8,NaN
87,0,c,G:maj,8,NaN
88,0,a,E:7,17,NaN
89,0,a,E:7,17,NaN
90,0,a,E:7,17,NaN
90,3,a,A:min,34,NaN
91,0,a,E:7,17,NaN
91,3,a,A:min,34,NaN
92,0,a,A:min,34,NaN
93,0,a,A:min,34,NaN
93,1,a,E:7,17,NaN
94,0,a,A:min,34,NaN
94,3,a,E:7,17,NaN
95,0,a,A:min,34,NaN
95,3,a,E:7,17,NaN
96,0,a,A:maj,10,NaN
97,0,d,D:min,27,前三拍是和聲外音
98,0,d,D:min,27,NaN
99,0,d,A:maj,10,NaN
100,0,d,D:min,27,NaN
100,3,d,A:7,22,NaN
101,0,d,D:min,27,NaN
101,3,d,A:7,22,NaN
102,0,d,D:min,27,NaN
102,1,d,F:7,18,second
102,2,d,A#:maj,11,NaN
102,3,d,D:7,15,second
103,0,d,G:min,32,NaN
103,0,D#,G:min,32,NaN
103,1,D#,A#:7,23,NaN
104,0,D#,D#:maj,4,NaN
104,1,D#,A#:7,23,NaN
105,0,D#,D#:maj,4,NaN
105,0,f,D#:maj,4,NaN
106,0,f,C:7,13,NaN
107,0,f,F:min,30,NaN
108,0,f,C:7,13,NaN
109,0,f#,F#:min,31,NaN
110,0,f#,C:dim7,37,second
111,0,f#,C#:maj,2,NaN
112,0,f#,C#:maj,2,NaN
113,0,f#,NCT,0,special: NCT
114,0,f#,F#:min,31,NaN
114,1,f#,C#:maj,2,NaN
114,2,f#,F#:min,31,NaN
115,0,b,NCT,0,special: NCT
116,0,b,B:min,36,NaN
116,1,b,A:dim7,46,NaN
116,2,b,B:min,36,NaN
116,3,b,A:dim,46,NaN
117,0,b,B:min,36,NaN
117,1,b,A:dim7,46,NaN
118,0,b,B:min,36,NaN
118,1,b,E:min,29,NaN
119,0,b,F#:maj,7,NaN
120,0,b,NCT,0,special: NCT
121,0,b,B:min,36,NaN
121,1,b,A:dim7,46,NaN
121,2,b,B:min,36,NaN
121,3,b,A:dim,46,NaN
122,0,b,B:min,36,NaN
122,0,D,B:min,36,NaN
122,1,D,A:7,22,NaN
123,0,D,D:maj,3,NaN
123,2,D,C#:dim,38,NaN
123,3,D,D:maj,3,NaN
124,0,D,G:maj,8,NaN
124,1,D,A:maj,10,NaN
124,3,D,A:7,22,NaN
125,0,D,D:maj,3,NaN
125,2,D,C#:dim,38,NaN
125,3,D,D:maj,3,NaN
126,0,D,E:maj,5,second
126,1,e,A:min,34,NaN
127,0,e,E:min,29,NaN
127,1,e,D:dim7,39,NaN
127,2,e,E:min,29,NaN
127,3,e,D:dim,39,NaN
128,0,e,E:min,29,NaN
128,1,e,B:maj,12,NaN
129,0,e,E:min,29,NaN
129,1,e,A:min,34,NaN
130,0,e,B:maj,12,NaN
131,0,e,NCT,0,special: NCT
132,0,e,E:min,29,NaN
132,1,e,D:dim7,39,NaN
132,2,e,E:min,29,NaN
132,3,e,D:dim,39,NaN
133,0,e,E:min,29,NaN
133,0,G,E:min,29,NaN
133,1,G,D:7,15,NaN
134,0,G,G:maj,8,NaN
134,1,G,D:maj,3,NaN
134,2,G,G:maj,8,NaN
134,3,G,F#:dim,43,NaN
135,0,G,G:maj,8,NaN
135,3,G,G:maj,8,NaN
136,0,G,C:maj,1,NaN
136,2,G,D:maj,3,NaN
137,0,G,G:maj,8,NaN
138,0,G,G:maj,8,NaN
138,1,G,D:maj,3,NaN
138,2,G,G:maj,8,NaN
138,3,G,F#:dim,43,NaN
139,0,G,G:maj,8,NaN
139,3,G,G:maj,8,NaN
140,0,G,C:maj,1,NaN
140,2,G,D:maj,3,NaN
141,0,G,G:maj,8,NaN
142,0,G,G:maj,8,NaN
142,2,G,C:maj,1,NaN
143,0,G,G:maj,8,NaN
144,0,G,G:maj,8,NaN
144,2,G,C:maj,1,NaN
145,0,G,G:maj,8,NaN
145,2,G,E:maj,5,second
146,0,G,A:min,34,NaN
147,0,G,A:min,34,NaN
147,3,G,B:7,24,second
148,0,G,E:min,29,NaN
148,3,G,B:7,24,second
149,0,C,E:min,29,NaN
149,1,C,A:7,22,second
149,2,C,D:min,27,NaN
149,3,C,G:7,20,NaN
150,0,C,C:maj,1,NaN
150,1,C,G:7,20,NaN
150,2,C,C:maj,1,NaN
150,3,C,G:maj,8,NaN
150,3,G,G:maj,8,NaN
151,0,G,D:7,15,NaN
151,1,G,G:maj,8,NaN
151,2,G,D:maj,3,NaN
151,3,G,A:7,22,second
152,0,G,D:maj,3,NaN
153,0,G,D:maj,3,NaN
154,0,G/g,G:min,32,borrowed:g
155,0,G/g,G:min,32,borrowed:g
156,0,G,D:maj,3,NaN
156,2,G,D:7,15,NaN
157,0,G,D:7,15,NaN
158,0,G/g,G:min,32,borrowed:g
159,0,G,C#:dim7,38,second
160,0,G,D:maj,3,NaN
161,0,G,D:maj,3,NaN
162,0,G,G:maj,8,NaN
163,0,G,C:maj,1,NaN
164,0,G,D:maj,3,NaN
165,0,G,G:maj,8,NaN
166,0,G,G:maj,8,NaN
167,0,G,C:maj,1,NaN
168,0,G,D:maj,3,NaN
169,0,G,G:maj,8,NaN
170,0,G,G:7,20,second
171,0,G,C:maj,1,NaN
172,0,G,G:maj,8,NaN
172,3,G,D:7,15,NaN
173,0,G,G:maj,8,NaN
173,3,G,D:7,15,NaN
174,0,G,G:maj,8,NaN
174,3,G,D:maj,3,NaN
175,0,G,G:maj,8,NaN
176,0,G,G:maj,8,NaN
177,0,G,G:maj,8,NaN
177,2,G,E:min,29,NaN
178,0,G,A:min7,34,NaN
178,2,G,D:maj,3,NaN
179,0,G,G:maj,8,NaN
179,2,G,D:maj,3,NaN
180,0,G,G:maj,8,NaN
180,2,G,D:maj,3,NaN
181,0,G,G:maj,8,NaN
181,2,G,D:maj,3,NaN
182,0,G,G:maj,8,NaN
182,2,G,D:maj,3,NaN
183,0,G,G:maj,8,NaN
184,0,G,G:maj,8,NaN
185,0,G,G:maj,8,NaN
185,1,G,G:7,20,second
186,0,G,G:7,20,second
187,0,G,C:maj,1,NaN
188,0,G,A:min,34,NaN
189,0,G,A:min,34,NaN
189,3,G,E:maj,5,second
190,0,G,A:min,34,後三拍和聲外音
191,0,G,G:maj,8,NaN
192,0,G,G:maj,8,NaN
193,0,G,G:maj,8,NaN
194,0,G,D:7,15,NaN
195,0,G,G:maj,8,NaN
196,0,G,G:maj,8,NaN
197,0,G,C:maj,1,NaN
198,0,G,D:7,15,NaN
199,0,G,G:7,20,second
200,0,G,G:7,20,second
201,0,G,C:maj,1,NaN
202,0,G,D:7,15,NaN
203,0,G,G:maj,8,NaN
203,1,G,D:maj,3,NaN
203,3,G,D:maj,3,NaN
204,0,G,G:maj,8,NaN
204,1,G,D:maj,3,NaN
204,3,G,D:maj,3,NaN
205,0,G,G:maj,8,NaN
205,1,G,D:maj,3,NaN
205,3,G,D:maj,3,NaN
206,0,G,G:maj,8,NaN
206,1,G,D:maj,3,NaN
206,2,G,G:maj,8,NaN
207,0,G,G:maj,8,NaN
207,3,G,G:maj,8,NaN
208,0,G,A:min,34,NaN
208,2,G,G:maj,8,NaN
208,3,G,D:maj,3,NaN
209,0,G,G:maj,8,NaN
